User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004633,P00003815,M,36-45,8,B,2,1,2,,,4053
1003597,P00002015,M,26-35,11,A,4+,0,17,14.0,,6860
1003284,P00003790,M,36-45,17,B,3,0,4,2.0,14.0,13765
1001604,P00004806,M,26-35,5,B,3,1,7,12.0,,9753
1000067,P00002444,M,26-35,3,C,1,1,9,,,13431
1000233,P00000912,M,26-35,6,A,0,0,3,10.0,9.0,23387
1002157,P00003214,M,26-35,17,B,2,0,5,14.0,5.0,6715
1001170,P00002365,F,46-50,19,B,0,0,18,12.0,11.0,16645
1002159,P00003630,M,18-25,4,B,1,1,17,9.0,17.0,17541
1004207,P00003473,M,51-55,17,B,0,0,7,8.0,17.0,17937
1001494,P00000681,M,36-45,9,C,1,0,14,,10.0,4926
1004719,P00004652,M,36-45,7,B,0,0,15,,18.0,23381
1004008,P00000610,M,0-17,0,B,4+,0,14,16.0,4.0,13432
1002473,P00002157,M,36-45,14,B,1,0,9,16.0,,19268
1002661,P00003867,F,26-35,2,B,0,0,16,,3.0,22794
1005638,P00000372,M,26-35,14,A,1,0,1,13.0,,3467
1002740,P00000616,M,36-45,13,B,3,1,8,18.0,6.0,20751
1005402,P00002254,M,26-35,0,A,3,0,18,7.0,6.0,11527
1001762,P00004943,M,46-50,20,C,0,0,2,14.0,,7066
1003515,P00004139,M,26-35,7,B,3,1,4,17.0,8.0,23868
1001976,P00000865,F,36-45,6,A,1,0,1,2.0,5.0,4394
1002363,P00001269,F,18-25,8,A,3,0,11,14.0,10.0,18581
1000877,P00000785,M,46-50,17,B,3,0,6,8.0,4.0,9757
1003813,P00004572,F,51-55,11,B,3,1,14,14.0,,20909
1003449,P00004179,M,26-35,7,B,3,1,13,8.0,14.0,23981
1001313,P00002238,M,26-35,7,B,0,0,12,9.0,14.0,20873
1001461,P00004055,M,36-45,5,C,2,1,10,,17.0,2427
1002710,P00004896,F,18-25,2,B,1,1,11,18.0,,20943
1002325,P00000936,M,26-35,1,B,4+,0,12,17.0,11.0,4141
1001734,P00003981,M,26-35,13,C,1,1,7,18.0,,2718
1001606,P00002339,M,46-50,7,A,1,0,8,9.0,7.0,15632
1005623,P00000326,M,46-50,5,A,1,0,17,8.0,,12541
1002564,P00001535,F,36-45,3,B,0,0,3,,5.0,16193
1003422,P00003481,M,36-45,4,C,2,1,6,5.0,,1854
1003518,P00003862,M,36-45,20,B,2,0,12,,,7759
1002398,P00001986,M,26-35,12,A,1,0,15,3.0,,16054
1005727,P00004933,M,26-35,8,C,0,0,7,17.0,14.0,8228
1003736,P00004604,M,26-35,12,B,3,0,6,,16.0,7189
1002871,P00002779,F,51-55,8,C,0,1,12,9.0,10.0,22243
1001161,P00001271,F,36-45,15,C,2,0,12,15.0,11.0,17181
1004855,P00000641,M,26-35,11,B,2,0,4,,4.0,20441
1000243,P00004704,M,36-45,1,C,1,0,9,,,13829
1002591,P00004079,F,26-35,18,C,0,0,17,5.0,4.0,12659
1001064,P00004662,M,36-45,15,C,3,0,2,,,10782
1004325,P00001368,M,26-35,12,B,1,1,5,15.0,18.0,8804
1002596,P00004043,M,26-35,4,C,0,0,10,3.0,,17292
1000920,P00002576,M,26-35,5,A,2,0,6,18.0,13.0,6655
1005343,P00003604,M,36-45,20,C,0,0,6,7.0,,1138
1000006,P00001582,M,26-35,16,B,1,1,5,9.0,12.0,8835
1000468,P00001987,M,26-35,16,A,3,0,8,17.0,10.0,12068
1005852,P00002241,M,36-45,16,A,4+,1,3,,9.0,15699
1004171,P00003967,M,36-45,2,B,2,0,14,2.0,3.0,16064
1000004,P00002106,F,51-55,12,B,1,1,5,,,22716
1005967,P00000129,F,26-35,11,A,1,0,15,4.0,12.0,21550
1000646,P00004802,M,51-55,5,A,2,1,9,,,21325
1000118,P00003997,M,36-45,20,B,1,0,15,11.0,7.0,6382
1002929,P00000852,M,36-45,12,B,1,0,16,3.0,,9001
1005726,P00004104,M,36-45,13,B,3,0,8,,,17797
1002552,P00002077,M,18-25,6,C,1,1,15,12.0,10.0,4501
1005043,P00002995,M,18-25,4,B,1,0,11,,,12559
1005561,P00003745,M,36-45,13,A,0,1,4,4.0,11.0,23153
1004290,P00002757,M,26-35,17,B,3,1,10,11.0,15.0,7445
1000847,P00001645,F,36-45,3,C,1,0,10,17.0,16.0,12994
1002763,P00004372,M,26-35,0,A,1,1,2,4.0,8.0,23480
1005512,P00003145,M,26-35,6,B,1,0,8,,13.0,10064
1005555,P00000243,M,26-35,19,B,4+,1,8,,11.0,23217
1005765,P00004086,M,36-45,12,C,2,1,9,,15.0,19799
1005530,P00000171,M,26-35,3,B,1,1,2,8.0,6.0,15679
1001142,P00000653,M,36-45,12,C,3,0,14,18.0,4.0,4914
1001811,P00003513,M,26-35,3,B,1,1,2,9.0,,21206
1000724,P00001500,F,36-45,2,C,1,0,4,4.0,,5343
1000225,P00002100,M,18-25,7,B,2,0,3,8.0,4.0,20817
1004628,P00002159,F,18-25,19,B,2,0,14,11.0,,2553
1004209,P00001973,M,36-45,7,B,0,0,16,,15.0,17046
1004655,P00003926,F,26-35,16,C,4+,1,15,16.0,,12069
1002049,P00002259,M,18-25,14,A,2,0,7,16.0,3.0,15017
1004750,P00004040,F,51-55,3,A,4+,1,18,6.0,8.0,8154
1004416,P00002036,F,26-35,5,C,3,1,6,4.0,10.0,20666
1001574,P00003272,M,26-35,5,B,4+,1,16,4.0,,16445
1001829,P00000858,M,18-25,9,B,2,1,11,5.0,5.0,10047
1001918,P00003824,F,26-35,3,B,0,1,2,16.0,8.0,11129
1004235,P00001050,M,26-35,8,B,3,0,2,17.0,,7600
1002027,P00003991,M,26-35,15,B,3,0,14,6.0,9.0,9036
1003745,P00000299,M,36-45,6,C,4+,0,9,,17.0,15890
1000902,P00000924,F,26-35,13,A,1,0,12,9.0,8.0,8661
1004786,P00004233,M,36-45,5,C,2,0,3,11.0,,22343
1002040,P00004307,F,18-25,0,B,4+,1,5,,,14329
1000010,P00002800,M,26-35,17,A,4+,0,9,,,18575
1000261,P00004876,F,0-17,11,B,0,0,3,3.0,12.0,17804
1006039,P00004063,M,36-45,14,B,3,0,18,15.0,6.0,5986
1001674,P00004046,F,36-45,0,A,2,0,2,6.0,7.0,8757
1002220,P00001803,M,46-50,14,C,0,1,4,8.0,,572
1002061,P00002714,M,26-35,14,C,4+,1,13,12.0,12.0,9588
1005288,P00004507,F,36-45,15,A,1,1,17,4.0,12.0,23616
1003714,P00002854,F,36-45,20,A,3,0,9,13.0,12.0,12560
1001620,P00002658,M,0-17,0,A,4+,0,14,15.0,9.0,16719
1000321,P00004523,M,26-35,2,C,0,0,13,2.0,,5265
1001343,P00003347,M,26-35,11,B,4+,1,5,,16.0,1778
1005733,P00001472,M,36-45,6,C,3,0,18,17.0,10.0,20812
1002377,P00002950,M,18-25,4,B,4+,0,15,16.0,11.0,23044
1002833,P00000942,M,36-45,0,C,2,0,11,2.0,,6164
1002825,P00001908,F,26-35,0,B,0,0,5,,7.0,16749
1001995,P00004838,M,26-35,14,B,3,0,7,14.0,,6433
1002959,P00001244,F,26-35,7,C,1,1,2,16.0,10.0,2504
1006040,P00004424,M,26-35,10,C,1,1,16,18.0,,8430
1002039,P00001467,M,0-17,13,B,1,0,3,10.0,7.0,13916
1003491,P00003958,M,18-25,12,B,2,0,10,6.0,,15811
1003678,P00001967,M,36-45,18,B,3,0,12,13.0,,9657
1001119,P00000376,M,26-35,11,B,3,1,2,18.0,6.0,16103
1001605,P00000263,M,26-35,18,B,3,1,8,12.0,13.0,15320
1004028,P00004363,F,18-25,3,B,3,1,9,12.0,,18436
1000236,P00003389,M,26-35,3,C,4+,0,12,9.0,,8364
1001970,P00003396,M,18-25,2,B,0,1,5,16.0,,16646
1004430,P00001945,M,26-35,5,A,4+,1,13,3.0,13.0,8073
1001909,P00001894,F,26-35,4,B,1,1,5,,16.0,16706
1000376,P00003635,F,26-35,10,A,2,0,15,11.0,15.0,22577
1003531,P00001653,F,55+,8,B,1,1,5,,6.0,16668
1005257,P00004142,F,26-35,2,B,2,1,5,,18.0,16578
1002636,P00003893,M,26-35,8,B,1,0,4,15.0,8.0,20356
1001571,P00000600,M,26-35,11,C,1,0,16,6.0,,783
1002561,P00004816,M,18-25,2,C,0,1,18,18.0,15.0,11672
1005416,P00001913,M,46-50,19,A,2,1,10,,,1075
1003392,P00001293,M,26-35,16,B,0,1,3,,,11511
1002966,P00000601,F,18-25,20,C,1,0,10,8.0,7.0,15778
1003644,P00000381,M,36-45,11,A,0,1,13,,,23830
1005952,P00004214,M,18-25,17,C,0,0,3,13.0,,23952
1005469,P00003638,F,55+,3,C,4+,1,4,16.0,12.0,11524
1003851,P00002164,M,46-50,9,B,3,0,13,15.0,7.0,160
1000873,P00004356,M,26-35,17,B,4+,0,14,11.0,16.0,15296
1001253,P00001099,F,18-25,7,C,2,0,4,18.0,6.0,6315
1005948,P00000366,F,26-35,8,C,4+,1,12,2.0,8.0,1560
1001315,P00002571,M,26-35,18,C,2,0,16,5.0,7.0,20562
1004821,P00003420,F,26-35,12,B,2,1,10,10.0,,5425
1002899,P00002477,M,26-35,5,C,2,0,17,5.0,4.0,15793
1000078,P00000791,F,51-55,6,B,1,0,7,,8.0,15765
1002622,P00003570,M,26-35,20,B,3,0,4,6.0,4.0,12941
1004228,P00000747,M,36-45,5,B,4+,0,12,,14.0,6101
1000601,P00000313,M,36-45,10,C,3,0,10,16.0,,22135
1005869,P00004634,M,46-50,16,C,2,1,2,,6.0,3751
1001066,P00000921,F,18-25,18,C,4+,0,14,9.0,15.0,8108
1002137,P00001078,M,26-35,11,B,4+,0,8,3.0,,9466
1002450,P00002830,M,36-45,20,B,2,0,10,14.0,8.0,10887
1002344,P00002382,F,46-50,20,C,4+,0,6,14.0,5.0,12527
1001864,P00003619,F,51-55,12,B,0,0,2,15.0,15.0,6650
1001319,P00000798,M,36-45,17,C,0,1,14,16.0,,20290
1004712,P00004444,M,26-35,6,B,0,0,11,,5.0,996
1003598,P00000273,M,26-35,4,C,3,1,2,13.0,,4400
1003763,P00003011,M,18-25,15,C,0,1,4,6.0,11.0,10634
1005985,P00004816,M,36-45,3,B,0,0,6,4.0,,15017
1005143,P00001774,M,26-35,0,A,0,0,4,,6.0,2818
1004671,P00002548,M,36-45,3,B,1,0,5,4.0,4.0,21484
1002191,P00003165,F,51-55,2,C,2,0,6,15.0,7.0,8309
1000993,P00004781,M,36-45,3,C,0,1,9,3.0,10.0,7650
1002713,P00004718,M,26-35,0,C,2,1,16,,4.0,16030
1002193,P00000947,M,18-25,11,B,1,1,11,14.0,7.0,6979
1001249,P00002666,M,46-50,12,C,1,1,11,3.0,8.0,21222
1003055,P00000507,M,18-25,1,B,4+,0,10,13.0,9.0,20560
1004599,P00000244,M,18-25,8,A,4+,1,1,3.0,15.0,8833
1004034,P00000506,F,18-25,6,C,2,1,17,9.0,11.0,7775
1001998,P00004518,F,26-35,12,B,1,1,8,6.0,9.0,16681
1004917,P00003159,M,18-25,1,B,4+,1,16,12.0,6.0,17749
1003688,P00003591,M,51-55,0,B,2,1,6,14.0,7.0,5221
1002152,P00001873,F,55+,17,A,3,0,14,,5.0,13175
1004019,P00003794,M,55+,6,B,1,0,2,18.0,,17460
1003111,P00001193,F,18-25,17,A,1,1,9,17.0,,17092
1001971,P00004426,M,51-55,18,C,3,0,4,,15.0,16948
1000198,P00004746,M,55+,7,B,3,1,17,16.0,3.0,14408
1005766,P00001465,M,51-55,11,B,2,0,1,,7.0,15212
1002627,P00000391,F,36-45,10,B,1,0,2,7.0,,17745
1001203,P00004477,M,36-45,8,C,4+,0,17,5.0,11.0,18513
1005568,P00003378,M,18-25,3,A,1,1,2,5.0,6.0,11692
1005743,P00004838,M,46-50,6,C,3,0,3,14.0,12.0,1917
1005789,P00004916,M,18-25,16,B,1,1,4,10.0,16.0,16724
1005409,P00000673,M,26-35,10,A,2,1,13,11.0,12.0,5834
1002036,P00002561,M,55+,1,B,1,0,12,15.0,3.0,19340
1000478,P00001212,F,26-35,17,B,2,0,5,9.0,,22098
1001255,P00000930,M,18-25,11,C,1,0,14,4.0,,15331
1000923,P00001540,M,55+,8,B,2,0,6,10.0,,16433
1000420,P00000913,M,55+,10,B,1,0,1,2.0,,7328
1002205,P00000644,F,18-25,4,A,4+,0,16,16.0,17.0,15521
1002598,P00004523,F,46-50,6,B,4+,0,6,16.0,,18245
1001121,P00000502,F,26-35,0,C,3,0,13,8.0,8.0,23394
1003069,P00000730,M,26-35,4,B,4+,1,13,16.0,9.0,14176
1000951,P00001284,M,26-35,5,A,0,1,11,8.0,3.0,5671
1002337,P00002119,M,18-25,12,A,4+,0,16,14.0,7.0,23928
1005374,P00004553,M,26-35,10,B,0,1,14,13.0,,9474
1002244,P00004387,F,18-25,7,C,1,0,11,,,23890
1002646,P00003837,M,51-55,19,C,1,0,5,8.0,9.0,2040
1001858,P00000920,M,36-45,1,A,4+,0,10,8.0,4.0,19406
1004613,P00004051,M,46-50,14,B,2,0,15,16.0,,512
1005755,P00002340,M,36-45,9,B,2,0,7,10.0,,7706
1001866,P00000756,M,18-25,7,C,4+,0,3,7.0,5.0,13725
1002913,P00001870,M,51-55,1,B,2,1,11,10.0,4.0,19707
1005238,P00004473,F,51-55,20,B,2,0,9,,18.0,16272
1002854,P00000508,M,26-35,14,B,0,1,10,,,17587
1006029,P00001437,M,18-25,5,B,4+,1,4,17.0,,11500
1004911,P00002576,M,36-45,4,B,4+,0,18,17.0,14.0,14136
1005997,P00003427,F,36-45,2,A,4+,0,14,2.0,7.0,5669
1003229,P00000559,F,51-55,10,B,1,0,9,14.0,6.0,9701
1003720,P00003103,M,18-25,10,B,1,0,16,,,22280
1003229,P00004517,M,18-25,15,B,1,0,2,5.0,18.0,23010
1002372,P00003623,M,26-35,2,B,1,0,7,,,21288
1002892,P00004400,F,36-45,8,B,1,0,5,,15.0,14737
1003757,P00004058,F,18-25,2,C,2,0,17,11.0,,13161
1004226,P00003716,M,26-35,18,A,4+,0,11,14.0,,16479
1000095,P00001302,M,26-35,10,C,4+,0,4,2.0,11.0,17555
1002675,P00002156,M,36-45,13,A,0,1,17,14.0,18.0,6891
1001956,P00000693,M,26-35,1,A,1,0,5,11.0,5.0,7299
1000794,P00004351,M,26-35,6,C,1,1,4,16.0,,2654
1001835,P00001479,F,46-50,9,C,1,1,10,16.0,,712
1002117,P00000257,F,51-55,9,A,1,0,3,8.0,12.0,8368
1005780,P00002431,M,26-35,19,C,1,0,6,15.0,,11046
1004107,P00000442,M,26-35,0,B,4+,0,8,9.0,,11564
1003326,P00001882,F,51-55,5,B,1,1,5,,,12455
1005962,P00002647,M,26-35,20,A,2,1,8,,6.0,1151
1002920,P00003821,M,36-45,13,B,3,0,10,16.0,,3083
1002598,P00004678,F,36-45,1,B,3,1,4,10.0,3.0,23027
1003206,P00001736,F,26-35,5,B,2,0,6,13.0,,10396
1004808,P00003736,F,36-45,0,B,4+,0,3,,18.0,1326
1000815,P00002646,M,36-45,2,B,2,1,4,,13.0,21146
1000346,P00000019,F,26-35,3,C,4+,1,4,15.0,,3254
1002350,P00001125,M,18-25,12,A,1,0,5,3.0,10.0,1374
1000363,P00003986,M,55+,2,A,0,1,15,6.0,7.0,18873
1002444,P00002655,F,26-35,14,C,4+,0,16,,,12826
1002266,P00002081,F,36-45,12,A,1,1,6,6.0,,6657
1002189,P00001548,F,46-50,10,B,3,0,18,15.0,10.0,17355
1003006,P00000862,M,26-35,3,B,3,1,12,5.0,,18445
1003282,P00000155,F,36-45,16,B,1,1,7,3.0,17.0,12232
1000985,P00003495,F,55+,4,C,2,0,12,2.0,,10768
1001640,P00000905,M,26-35,20,B,4+,1,14,3.0,15.0,18638
1000828,P00001270,F,26-35,7,B,4+,0,13,14.0,17.0,4261
1002731,P00000405,M,51-55,20,A,3,0,11,,,1175
1003532,P00000844,M,18-25,9,A,3,0,11,18.0,15.0,15146
1004452,P00001783,M,0-17,6,B,4+,0,2,14.0,5.0,7430
1005444,P00001565,M,51-55,16,C,3,0,14,18.0,14.0,5460
1002936,P00001185,F,46-50,6,C,1,1,15,6.0,14.0,18519
1003877,P00000747,M,55+,18,C,0,1,1,9.0,12.0,489
1005960,P00001726,M,18-25,8,A,1,0,12,,3.0,21625
1000127,P00003189,M,18-25,1,A,0,1,14,,,11248
1003178,P00000271,F,18-25,19,C,0,1,18,13.0,8.0,20346
1003057,P00004866,M,36-45,18,A,4+,1,3,10.0,,11856
1000604,P00003957,F,26-35,5,C,3,1,12,,,22287
1003450,P00000172,M,26-35,9,C,4+,0,5,17.0,15.0,4177
1006025,P00000274,M,18-25,12,C,2,1,3,,3.0,10860
1005110,P00002307,F,36-45,1,B,1,0,7,,,8350
1004147,P00001159,M,26-35,9,A,0,1,16,9.0,8.0,21064
1003534,P00001707,M,18-25,9,B,4+,1,17,8.0,3.0,16088
1003368,P00001772,M,51-55,4,C,0,0,8,,,7041
1003369,P00000422,M,18-25,3,A,2,1,15,10.0,,4681
1003798,P00001210,M,36-45,1,C,0,1,15,,,14223
1005527,P00004676,M,46-50,6,A,1,1,8,13.0,,19220
1001793,P00000891,F,26-35,17,B,1,0,11,15.0,13.0,1139
1002862,P00004818,M,26-35,16,C,2,1,10,11.0,,7765
1005733,P00003268,F,26-35,10,A,4+,1,18,17.0,14.0,8412
1003477,P00004977,M,46-50,20,A,2,0,9,3.0,,15673
1003418,P00001474,M,26-35,17,A,3,1,16,7.0,15.0,3913
1001646,P00003244,M,36-45,7,A,4+,1,1,12.0,,22957
1001206,P00004479,M,55+,11,A,3,1,6,5.0,,22711
1003031,P00002182,M,55+,0,A,4+,0,2,6.0,,15640
1002873,P00001450,M,26-35,19,B,1,1,13,6.0,3.0,9036
1003073,P00003097,M,46-50,20,C,4+,1,6,18.0,5.0,4581
1001855,P00003257,M,55+,11,C,2,1,9,6.0,,14758
1004022,P00003157,M,26-35,5,B,0,0,14,12.0,9.0,16013
1004663,P00001591,M,26-35,2,A,0,0,7,10.0,,4643
1005032,P00004240,F,18-25,4,A,1,0,5,16.0,18.0,11243
1006031,P00003982,M,18-25,13,C,1,1,7,4.0,14.0,22700
1002709,P00001436,M,46-50,11,C,4+,0,3,17.0,10.0,14690
1003503,P00000224,M,26-35,12,C,3,0,13,10.0,13.0,7103
1001333,P00000220,M,46-50,12,A,4+,1,12,7.0,5.0,23544
1000202,P00004275,M,36-45,16,C,2,0,6,10.0,14.0,5060
1003508,P00001655,M,36-45,14,B,3,1,2,,6.0,7967
1004213,P00004529,M,26-35,5,C,1,0,15,,11.0,15959
1005033,P00000265,F,18-25,11,B,3,1,15,7.0,,7143
1000575,P00000954,M,46-50,1,B,3,0,18,12.0,,1875
1000537,P00004525,M,26-35,3,B,4+,0,17,3.0,,2008
1001626,P00003734,F,26-35,19,C,2,0,3,,,17071
1002123,P00002775,M,0-17,20,B,2,1,3,8.0,18.0,6245
1000386,P00003125,M,51-55,11,A,1,0,9,,14.0,16866
1003282,P00000480,M,51-55,2,B,3,0,10,5.0,17.0,8981
1000475,P00003515,M,26-35,16,A,4+,1,12,8.0,17.0,5331
1000418,P00001354,M,26-35,5,B,2,0,1,18.0,3.0,6104
1003601,P00003323,M,36-45,16,C,0,1,4,5.0,5.0,8495
1005035,P00003879,M,26-35,16,B,1,1,5,14.0,4.0,12373
1000955,P00000890,M,26-35,10,C,2,0,17,,,14161
1004972,P00003855,M,36-45,6,C,3,1,5,,14.0,4221
1004859,P00000925,M,18-25,1,C,1,0,4,5.0,7.0,1976
1005299,P00002171,M,26-35,18,C,4+,0,15,14.0,13.0,6351
1001206,P00001903,M,26-35,1,B,1,0,10,2.0,,1800
1004760,P00004874,M,26-35,12,B,0,1,5,3.0,17.0,1690
1004121,P00002396,M,18-25,15,B,3,0,14,8.0,9.0,17351
1001991,P00000029,M,26-35,16,B,2,0,13,18.0,10.0,22145
1005300,P00000035,M,26-35,10,B,4+,1,8,8.0,12.0,2164
1004806,P00003590,M,26-35,8,B,1,0,12,,8.0,9779
1003573,P00002671,M,36-45,8,C,0,1,6,14.0,,2445
1005976,P00003366,M,55+,13,B,0,0,8,18.0,17.0,2740
1005281,P00000589,M,18-25,12,A,0,0,10,2.0,12.0,23503
1004381,P00003219,M,46-50,10,C,4+,1,17,3.0,,1150
1004159,P00003139,M,26-35,11,B,1,0,1,7.0,,12570
1005099,P00000904,F,26-35,2,B,4+,1,12,13.0,,20071
1004758,P00004087,M,26-35,0,C,3,1,2,14.0,8.0,23302
1002714,P00002170,M,26-35,7,B,2,0,17,,,6692
1002204,P00000340,M,36-45,18,B,4+,0,7,,,14336
1005589,P00004271,M,26-35,12,C,1,0,14,,,13867
1003121,P00001715,M,26-35,6,A,1,1,14,10.0,8.0,6831
1000967,P00004693,M,46-50,12,B,3,0,12,18.0,16.0,12807
1004945,P00004547,M,26-35,5,B,1,0,16,,,6483
1005204,P00000557,F,18-25,2,B,4+,1,18,9.0,15.0,14947
1003433,P00003088,M,0-17,5,A,4+,0,8,9.0,15.0,15749
1000689,P00003267,M,26-35,2,C,4+,0,2,12.0,11.0,4999
1004244,P00003568,M,26-35,12,A,4+,1,11,,11.0,4634
1003702,P00002057,F,26-35,12,C,2,0,1,,,622
1000342,P00003900,F,26-35,12,C,3,0,10,9.0,,8862
1005183,P00001017,M,18-25,0,B,0,0,18,,10.0,19823
1001725,P00002063,F,36-45,7,B,3,1,16,,12.0,4308
1005480,P00000839,F,36-45,4,C,1,0,2,14.0,,18936
1004423,P00001638,F,55+,19,A,4+,0,17,2.0,6.0,19957
1001793,P00004322,M,51-55,16,A,4+,0,16,16.0,5.0,5225
1001760,P00003497,M,51-55,8,A,1,1,5,,15.0,3285
1003213,P00001814,F,36-45,12,B,0,0,6,7.0,,14800
1000990,P00003480,F,36-45,12,A,2,0,17,7.0,10.0,9138
1002263,P00001452,M,18-25,4,B,3,0,16,14.0,,17818
1002483,P00002314,M,36-45,13,B,3,0,16,3.0,11.0,15627
1000952,P00001515,F,18-25,10,A,3,1,7,,16.0,11189
1000723,P00001232,M,46-50,13,A,4+,1,16,18.0,3.0,6295
1003390,P00001646,M,26-35,6,C,1,0,9,2.0,16.0,10203
1002080,P00003000,M,36-45,16,B,3,0,6,15.0,14.0,16783
1002718,P00003441,M,18-25,3,B,2,0,16,17.0,6.0,5058
1002333,P00004057,M,26-35,9,A,1,0,9,16.0,,17569
1003377,P00000306,M,26-35,9,B,1,1,4,10.0,,183
1004525,P00003537,M,26-35,14,A,4+,0,6,,6.0,8015
1001501,P00001724,M,26-35,19,C,4+,0,14,9.0,15.0,20540
1000286,P00001690,M,0-17,11,C,3,0,3,16.0,18.0,1476
1003496,P00001518,M,26-35,8,C,4+,1,17,11.0,13.0,18176
1002066,P00003918,M,26-35,2,C,0,1,11,3.0,5.0,11866
1000769,P00000420,M,46-50,14,B,4+,0,8,,4.0,7926
1005491,P00002937,F,26-35,11,B,0,0,8,,5.0,13406
1003058,P00003863,M,26-35,14,C,2,1,4,3.0,,17407
1004290,P00004230,F,55+,0,B,1,0,15,,,21469
1005084,P00001451,F,26-35,14,A,4+,0,16,13.0,3.0,17982
1005233,P00003097,F,26-35,10,B,1,1,11,11.0,13.0,14046
1002162,P00003262,M,26-35,4,A,0,0,7,13.0,18.0,5110
1003294,P00001165,F,36-45,6,C,1,0,18,8.0,,21082
1005798,P00001870,M,26-35,11,C,0,1,6,3.0,12.0,3970
1000947,P00001820,M,26-35,19,C,1,0,4,2.0,,13081
1004927,P00002706,M,36-45,5,B,2,1,5,3.0,8.0,1825
1006017,P00003516,M,18-25,2,C,1,0,3,,4.0,13297
1003336,P00001343,M,46-50,9,B,1,1,6,18.0,,2910
1004151,P00002227,M,26-35,20,B,1,0,14,,9.0,5661
1004896,P00001080,M,26-35,3,C,0,1,1,9.0,,2394
1004874,P00004207,M,36-45,12,C,2,0,14,,10.0,10604
1001482,P00004564,M,26-35,18,B,3,0,6,13.0,15.0,9884
1001902,P00002780,M,51-55,4,B,2,0,3,3.0,,8716
1003452,P00002529,M,55+,17,C,0,1,17,10.0,6.0,4990
1004065,P00000814,F,26-35,0,C,2,0,14,18.0,13.0,5277
1000055,P00002032,M,51-55,20,A,2,1,7,18.0,4.0,5703
1001824,P00000323,M,0-17,20,C,1,0,11,11.0,10.0,18855
1005298,P00002970,M,51-55,15,B,1,1,7,14.0,,7453
1003463,P00000904,M,26-35,15,A,1,0,13,6.0,10.0,5718
1003080,P00001542,M,26-35,15,C,0,0,14,15.0,13.0,15028
1000833,P00003504,M,26-35,18,A,1,0,11,15.0,,21542
1004409,P00002654,F,26-35,15,B,0,0,8,16.0,7.0,20042
1002807,P00002477,F,26-35,0,C,1,0,12,,9.0,1884
1005955,P00003341,F,51-55,19,C,2,1,15,6.0,,3016
1002491,P00004244,M,51-55,19,B,4+,0,10,,6.0,3544
1005887,P00001142,M,18-25,9,C,2,1,2,7.0,,614
1000328,P00000850,M,18-25,1,A,2,0,13,10.0,12.0,22678
1003311,P00000367,M,46-50,13,C,1,0,10,10.0,8.0,21196
1003301,P00002898,M,26-35,7,C,0,1,17,,15.0,10931
1003676,P00001090,M,18-25,5,B,1,0,10,5.0,18.0,14839
1003055,P00004042,M,26-35,2,A,2,1,6,2.0,,5636
1005384,P00002039,M,26-35,15,B,3,0,1,,4.0,7950
1002144,P00002861,M,26-35,16,A,4+,0,17,16.0,,8213
1005208,P00004271,F,36-45,11,B,1,0,1,15.0,17.0,4350
1001312,P00001855,M,36-45,18,B,1,0,5,2.0,10.0,21121
1003192,P00004684,M,18-25,19,B,2,0,15,7.0,,4341
1002539,P00000495,F,51-55,2,C,2,0,1,9.0,16.0,11265
1003984,P00003183,M,26-35,12,A,1,0,17,4.0,,13646
1004548,P00001785,M,26-35,15,B,2,0,14,18.0,16.0,5618
1005620,P00003511,M,18-25,10,A,1,1,13,,6.0,22214
1000165,P00003787,F,18-25,19,C,2,0,11,6.0,,19233
1004278,P00004131,M,26-35,15,B,1,1,12,,,21368
1005006,P00000999,M,18-25,19,C,2,0,6,8.0,,2031
1000823,P00004470,F,26-35,1,A,3,1,11,18.0,,15892
1000944,P00001452,M,18-25,3,A,4+,0,2,16.0,3.0,20836
1004426,P00001752,F,36-45,3,A,4+,0,18,,,538
1000775,P00002281,F,36-45,16,A,2,0,12,17.0,8.0,636
1002199,P00004801,F,26-35,0,A,2,0,15,14.0,7.0,10514
1003157,P00004659,F,36-45,0,B,1,1,9,8.0,17.0,6026
1004243,P00002935,M,51-55,4,B,0,0,8,16.0,18.0,23232
1003696,P00003735,F,36-45,11,C,1,1,18,6.0,,20798
1003453,P00003347,M,26-35,5,B,0,1,16,13.0,10.0,15456
1000915,P00001874,M,26-35,5,B,3,0,10,11.0,8.0,21322
1005668,P00004535,M,46-50,16,C,1,0,12,,7.0,14773
1001309,P00003804,M,18-25,12,B,0,1,12,11.0,8.0,2866
1004178,P00001980,M,26-35,7,B,3,0,10,8.0,3.0,8274
1000514,P00000699,M,26-35,11,C,2,1,14,,16.0,17473
1001921,P00001313,F,36-45,14,C,3,1,4,16.0,,15643
1006036,P00002963,M,36-45,18,B,2,1,15,10.0,,15750
1003595,P00002939,M,26-35,20,B,1,1,9,7.0,17.0,401
1004842,P00004788,M,18-25,19,B,0,1,7,,,17496
1001410,P00002301,F,51-55,16,C,4+,1,7,12.0,8.0,3750
1004803,P00003198,M,18-25,8,C,1,0,9,7.0,7.0,346
1004567,P00000127,M,18-25,20,B,2,0,10,,18.0,18547
1003191,P00001192,M,26-35,17,C,2,1,13,16.0,11.0,1458
1004492,P00002640,M,46-50,1,B,4+,1,6,14.0,17.0,13817
